Din,Date,App Session - Total
8991982104921188375,"Mar 13, 2023 - Mar 19, 2023",35
8991982104921188375,"Mar 20, 2023 - Mar 26, 2023",37
8991982104921188375,"Mar 27, 2023 - Apr 2, 2023",16
8991982104921188920,"Apr 10, 2023 - Apr 16, 2023",3
8991982104921188920,"Feb 20, 2023 - Feb 26, 2023",1
8991982104921188920,"Feb 27, 2023 - Mar 5, 2023",3
8991982104921188920,"Mar 13, 2023 - Mar 19, 2023",6
8991982104921188979,"Feb 27, 2023 - Mar 5, 2023",1
8991982104921189639,"Mar 20, 2023 - Mar 26, 2023",9
8991982104921191429,"Apr 10, 2023 - Apr 16, 2023",4
8991982104921191429,"Mar 20, 2023 - Mar 26, 2023",20
8991982104921191429,"Mar 27, 2023 - Apr 2, 2023",8
8991982104921192658,"Apr 3, 2023 - Apr 9, 2023",3
8991982104921192658,"Feb 20, 2023 - Feb 26, 2023",1
8991982104921192658,"Mar 6, 2023 - Mar 12, 2023",2
8991982104921192823,"Apr 10, 2023 - Apr 16, 2023",6
8991982104921192823,"Apr 3, 2023 - Apr 9, 2023",10
8991982104921192823,"Mar 27, 2023 - Apr 2, 2023",19
8991982104921194514,"Apr 10, 2023 - Apr 16, 2023",2
8991982104921194514,"Apr 3, 2023 - Apr 9, 2023",1
8991982104921194514,"Feb 13, 2023 - Feb 19, 2023",3
8991982104921194514,"Feb 20, 2023 - Feb 26, 2023",8
8991982104921194514,"Feb 27, 2023 - Mar 5, 2023",11
8991982104921194514,"Mar 13, 2023 - Mar 19, 2023",7
8991982104921194514,"Mar 20, 2023 - Mar 26, 2023",9
8991982104921194514,"Mar 27, 2023 - Apr 2, 2023",9
8991982104921194514,"Mar 6, 2023 - Mar 12, 2023",23
8991982104921194761,"Apr 10, 2023 - Apr 16, 2023",2
8991982104921194761,"Apr 3, 2023 - Apr 9, 2023",6
8991982104921194761,"Feb 13, 2023 - Feb 19, 2023",2
8991982104921194761,"Feb 20, 2023 - Feb 26, 2023",6
8991982104921194761,"Feb 27, 2023 - Mar 5, 2023",58
8991982104921194761,"Mar 13, 2023 - Mar 19, 2023",12
8991982104921194761,"Mar 20, 2023 - Mar 26, 2023",9
8991982104921194761,"Mar 27, 2023 - Apr 2, 2023",9
8991982104921194761,"Mar 6, 2023 - Mar 12, 2023",5
8991982104921194845,"Apr 3, 2023 - Apr 9, 2023",2
8991982104921194845,"Feb 27, 2023 - Mar 5, 2023",3
8991982104921194845,"Mar 20, 2023 - Mar 26, 2023",2
8991982104921194845,"Mar 6, 2023 - Mar 12, 2023",2
8991982104921194852,"Feb 13, 2023 - Feb 19, 2023",1
8991982104921194852,"Feb 20, 2023 - Feb 26, 2023",6
8991982104921194852,"Mar 13, 2023 - Mar 19, 2023",2
8991982104921194852,"Mar 6, 2023 - Mar 12, 2023",4
8991982104921194902,"Apr 10, 2023 - Apr 16, 2023",2
8991982104921194902,"Feb 13, 2023 - Feb 19, 2023",6
8991982104921194902,"Feb 20, 2023 - Feb 26, 2023",12
8991982104921194902,"Feb 27, 2023 - Mar 5, 2023",8
8991982104921194902,"Mar 13, 2023 - Mar 19, 2023",8
8991982104921194902,"Mar 20, 2023 - Mar 26, 2023",1
8991982104921194902,"Mar 27, 2023 - Apr 2, 2023",7
8991982104921194902,"Mar 6, 2023 - Mar 12, 2023",11
8991982104921194928,"Apr 10, 2023 - Apr 16, 2023",1
8991982104921194928,"Feb 20, 2023 - Feb 26, 2023",1
8991982104921194928,"Mar 13, 2023 - Mar 19, 2023",2
8991982104921194928,"Mar 20, 2023 - Mar 26, 2023",1
8991982104921194936,"Feb 27, 2023 - Mar 5, 2023",2
8991982104921194951,"Apr 10, 2023 - Apr 16, 2023",12
8991982104921194951,"Apr 3, 2023 - Apr 9, 2023",9
8991982104921194951,"Mar 13, 2023 - Mar 19, 2023",18
8991982104921194951,"Mar 20, 2023 - Mar 26, 2023",75
8991982104921194951,"Mar 27, 2023 - Apr 2, 2023",72
8991982104921194977,"Apr 3, 2023 - Apr 9, 2023",3
8991982104921194977,"Feb 13, 2023 - Feb 19, 2023",1
8991982104921194977,"Feb 20, 2023 - Feb 26, 2023",8
8991982104921194977,"Feb 27, 2023 - Mar 5, 2023",5
8991982104921194977,"Mar 13, 2023 - Mar 19, 2023",2
8991982104921194977,"Mar 20, 2023 - Mar 26, 2023",3
8991982104921194977,"Mar 27, 2023 - Apr 2, 2023",4
8991982104921194977,"Mar 6, 2023 - Mar 12, 2023",1
8991982104921195016,"Apr 10, 2023 - Apr 16, 2023",11
8991982104921195024,"Feb 13, 2023 - Feb 19, 2023",8
8991982104921195024,"Feb 20, 2023 - Feb 26, 2023",10
8991982104921195024,"Feb 27, 2023 - Mar 5, 2023",10
8991982104921195024,"Mar 6, 2023 - Mar 12, 2023",3
8991982104921195081,"Apr 10, 2023 - Apr 16, 2023",15
8991982104921195081,"Apr 3, 2023 - Apr 9, 2023",8
8991982104921195081,"Feb 13, 2023 - Feb 19, 2023",1
8991982104921195081,"Feb 20, 2023 - Feb 26, 2023",6
8991982104921195081,"Feb 27, 2023 - Mar 5, 2023",15
8991982104921195081,"Mar 13, 2023 - Mar 19, 2023",2
8991982104921195081,"Mar 20, 2023 - Mar 26, 2023",10
8991982104921195081,"Mar 27, 2023 - Apr 2, 2023",9
8991982104921195081,"Mar 6, 2023 - Mar 12, 2023",16
8991982104921195115,"Feb 13, 2023 - Feb 19, 2023",1
8991982104921195115,"Feb 20, 2023 - Feb 26, 2023",2
8991982104921195115,"Feb 27, 2023 - Mar 5, 2023",5
8991982104921195115,"Mar 27, 2023 - Apr 2, 2023",3
8991982104921195123,"Apr 10, 2023 - Apr 16, 2023",1
8991982104921195123,"Feb 13, 2023 - Feb 19, 2023",7
8991982104921195123,"Feb 20, 2023 - Feb 26, 2023",54
8991982104921195123,"Mar 20, 2023 - Mar 26, 2023",1
8991982104921195123,"Mar 27, 2023 - Apr 2, 2023",7
8991982104921195123,"Mar 6, 2023 - Mar 12, 2023",4
8991982104921195198,"Feb 13, 2023 - Feb 19, 2023",1
8991982104921195206,"Apr 3, 2023 - Apr 9, 2023",1
8991982104921195206,"Feb 20, 2023 - Feb 26, 2023",1
8991982104921195206,"Mar 13, 2023 - Mar 19, 2023",2
8991982104921195206,"Mar 27, 2023 - Apr 2, 2023",1
8991982104921195867,"Apr 10, 2023 - Apr 16, 2023",2
8991982104921195867,"Apr 3, 2023 - Apr 9, 2023",6
8991982104921195867,"Feb 13, 2023 - Feb 19, 2023",2
8991982104921195867,"Feb 20, 2023 - Feb 26, 2023",4
8991982104921195867,"Feb 27, 2023 - Mar 5, 2023",3
8991982104921195867,"Mar 13, 2023 - Mar 19, 2023",5
8991982104921195867,"Mar 20, 2023 - Mar 26, 2023",2
8991982104921195867,"Mar 27, 2023 - Apr 2, 2023",4
8991982104921195867,"Mar 6, 2023 - Mar 12, 2023",2
8991982104921196915,"Mar 13, 2023 - Mar 19, 2023",3
8991982104921197202,"Feb 13, 2023 - Feb 19, 2023",1
8991982104921197202,"Mar 20, 2023 - Mar 26, 2023",9
8991982104921197202,"Mar 27, 2023 - Apr 2, 2023",10
8991982104921197202,"Mar 6, 2023 - Mar 12, 2023",2
8991982104921197988,"Apr 3, 2023 - Apr 9, 2023",2
8991982104921197988,"Feb 13, 2023 - Feb 19, 2023",2
8991982104921197988,"Feb 27, 2023 - Mar 5, 2023",2
8991982104921197988,"Mar 13, 2023 - Mar 19, 2023",3
8991982104921197988,"Mar 20, 2023 - Mar 26, 2023",2
8991982104921197988,"Mar 6, 2023 - Mar 12, 2023",1
8991982104921198168,"Apr 10, 2023 - Apr 16, 2023",1
8991982104921198168,"Apr 3, 2023 - Apr 9, 2023",5
8991982104921198168,"Mar 27, 2023 - Apr 2, 2023",10
8991982104921198424,"Feb 20, 2023 - Feb 26, 2023",1
8991982104921198788,"Apr 3, 2023 - Apr 9, 2023",1
8991982104921198788,"Mar 20, 2023 - Mar 26, 2023",1
8991982104921198796,"Apr 10, 2023 - Apr 16, 2023",7
8991982104921198796,"Apr 3, 2023 - Apr 9, 2023",11
8991982104921198796,"Mar 27, 2023 - Apr 2, 2023",25
8991982104921198812,"Apr 10, 2023 - Apr 16, 2023",2
8991982104921198812,"Apr 3, 2023 - Apr 9, 2023",1
8991982104921198812,"Mar 13, 2023 - Mar 19, 2023",13
8991982104921198812,"Mar 20, 2023 - Mar 26, 2023",11
8991982104921198812,"Mar 27, 2023 - Apr 2, 2023",3
8991982104921198838,"Feb 27, 2023 - Mar 5, 2023",2
8991982104921198838,"Mar 20, 2023 - Mar 26, 2023",1
8991982104921198945,"Apr 10, 2023 - Apr 16, 2023",6
8991982104921198945,"Apr 3, 2023 - Apr 9, 2023",2
8991982104921198945,"Feb 13, 2023 - Feb 19, 2023",4
8991982104921198945,"Feb 20, 2023 - Feb 26, 2023",5
8991982104921198945,"Feb 27, 2023 - Mar 5, 2023",1
8991982104921198945,"Mar 20, 2023 - Mar 26, 2023",2
8991982104921198945,"Mar 27, 2023 - Apr 2, 2023",1
8991982104921198945,"Mar 6, 2023 - Mar 12, 2023",2
8991982104921198978,"Feb 20, 2023 - Feb 26, 2023",7
8991982104921199026,"Mar 13, 2023 - Mar 19, 2023",8
8991982104921199026,"Mar 20, 2023 - Mar 26, 2023",4
8991982104921199026,"Mar 6, 2023 - Mar 12, 2023",25
8991982104921199034,"Feb 20, 2023 - Feb 26, 2023",1
8991982104921199034,"Mar 6, 2023 - Mar 12, 2023",3
8991982104921199059,"Apr 3, 2023 - Apr 9, 2023",1
8991982104921199059,"Mar 13, 2023 - Mar 19, 2023",8
8991982104921199059,"Mar 20, 2023 - Mar 26, 2023",8
8991982104921199059,"Mar 27, 2023 - Apr 2, 2023",5
8991982104921199075,"Apr 10, 2023 - Apr 16, 2023",6
8991982104921199075,"Apr 3, 2023 - Apr 9, 2023",9
8991982104921199075,"Feb 13, 2023 - Feb 19, 2023",9
8991982104921199075,"Feb 20, 2023 - Feb 26, 2023",13
8991982104921199075,"Mar 27, 2023 - Apr 2, 2023",4
8991982104921199075,"Mar 6, 2023 - Mar 12, 2023",1
8991982104921199091,"Apr 10, 2023 - Apr 16, 2023",4
8991982104921199091,"Apr 3, 2023 - Apr 9, 2023",11
8991982104921199091,"Feb 27, 2023 - Mar 5, 2023",38
8991982104921199091,"Mar 13, 2023 - Mar 19, 2023",15
8991982104921199091,"Mar 20, 2023 - Mar 26, 2023",15
8991982104921199091,"Mar 27, 2023 - Apr 2, 2023",15
8991982104921199091,"Mar 6, 2023 - Mar 12, 2023",34
8991982104921199117,"Apr 10, 2023 - Apr 16, 2023",13
8991982104921199117,"Apr 3, 2023 - Apr 9, 2023",6
8991982104921199125,"Apr 3, 2023 - Apr 9, 2023",32
8991982104921199125,"Mar 27, 2023 - Apr 2, 2023",23
8991982104921199174,"Apr 10, 2023 - Apr 16, 2023",1
8991982104921199174,"Apr 3, 2023 - Apr 9, 2023",2
8991982104921199174,"Feb 13, 2023 - Feb 19, 2023",17
8991982104921199174,"Feb 20, 2023 - Feb 26, 2023",9
8991982104921199174,"Feb 27, 2023 - Mar 5, 2023",15
8991982104921199174,"Mar 13, 2023 - Mar 19, 2023",73
8991982104921199174,"Mar 20, 2023 - Mar 26, 2023",5
8991982104921199174,"Mar 27, 2023 - Apr 2, 2023",3
8991982104921199174,"Mar 6, 2023 - Mar 12, 2023",5
8991982104921199190,"Apr 10, 2023 - Apr 16, 2023",6
8991982104921199190,"Apr 3, 2023 - Apr 9, 2023",59
8991982104921199190,"Feb 13, 2023 - Feb 19, 2023",23
8991982104921199190,"Feb 20, 2023 - Feb 26, 2023",9
8991982104921199190,"Feb 27, 2023 - Mar 5, 2023",18
8991982104921199190,"Mar 13, 2023 - Mar 19, 2023",46
8991982104921199190,"Mar 20, 2023 - Mar 26, 2023",47
8991982104921199190,"Mar 27, 2023 - Apr 2, 2023",94
8991982104921199190,"Mar 6, 2023 - Mar 12, 2023",49
8991982104921199216,"Apr 10, 2023 - Apr 16, 2023",2
8991982104921199216,"Apr 3, 2023 - Apr 9, 2023",48
8991982104921199737,"Mar 27, 2023 - Apr 2, 2023",1
8991982104921199737,"Mar 6, 2023 - Mar 12, 2023",1
8991982104921200170,"Apr 10, 2023 - Apr 16, 2023",3
8991982104921200170,"Feb 13, 2023 - Feb 19, 2023",1
8991982104921200352,"Feb 13, 2023 - Feb 19, 2023",1
8991982104921200352,"Feb 20, 2023 - Feb 26, 2023",1
8991982104921200352,"Mar 13, 2023 - Mar 19, 2023",15
8991982104921200352,"Mar 20, 2023 - Mar 26, 2023",1
8991982104921200352,"Mar 27, 2023 - Apr 2, 2023",7
8991982104921200352,"Mar 6, 2023 - Mar 12, 2023",1
8991982104921201269,"Apr 10, 2023 - Apr 16, 2023",2
8991982104921201269,"Apr 3, 2023 - Apr 9, 2023",3
8991982104921201269,"Mar 20, 2023 - Mar 26, 2023",8
8991982104921201269,"Mar 27, 2023 - Apr 2, 2023",2
8991982104921201277,"Mar 13, 2023 - Mar 19, 2023",3
8991982104921201327,"Apr 10, 2023 - Apr 16, 2023",1
8991982104921201327,"Apr 3, 2023 - Apr 9, 2023",1
8991982104921201327,"Feb 13, 2023 - Feb 19, 2023",1
8991982104921201327,"Mar 20, 2023 - Mar 26, 2023",4
8991982104921201327,"Mar 27, 2023 - Apr 2, 2023",1
8991982104921201368,"Apr 10, 2023 - Apr 16, 2023",1
8991982104921201368,"Apr 3, 2023 - Apr 9, 2023",44
8991982104921201368,"Mar 13, 2023 - Mar 19, 2023",29
8991982104921201368,"Mar 20, 2023 - Mar 26, 2023",27
8991982104921201368,"Mar 27, 2023 - Apr 2, 2023",11
8991982104921201368,"Mar 6, 2023 - Mar 12, 2023",37
8991982104921201376,"Apr 10, 2023 - Apr 16, 2023",7
8991982104921201376,"Mar 13, 2023 - Mar 19, 2023",24
8991982104921201376,"Mar 20, 2023 - Mar 26, 2023",9
8991982104921201376,"Mar 27, 2023 - Apr 2, 2023",5
8991982104921201376,"Mar 6, 2023 - Mar 12, 2023",116
8991982104921201384,"Apr 10, 2023 - Apr 16, 2023",3
8991982104921201384,"Apr 3, 2023 - Apr 9, 2023",20
8991982104921201384,"Mar 27, 2023 - Apr 2, 2023",14
8991982104921201400,"Apr 10, 2023 - Apr 16, 2023",2
8991982104921201400,"Apr 3, 2023 - Apr 9, 2023",1
8991982104921201400,"Feb 13, 2023 - Feb 19, 2023",3
8991982104921201400,"Feb 20, 2023 - Feb 26, 2023",1
8991982104921201400,"Feb 27, 2023 - Mar 5, 2023",1
8991982104921201400,"Mar 20, 2023 - Mar 26, 2023",1
8991982104921201400,"Mar 6, 2023 - Mar 12, 2023",1
8991982104921201418,"Feb 13, 2023 - Feb 19, 2023",1
8991982104921201418,"Feb 27, 2023 - Mar 5, 2023",4
8991982104921201418,"Mar 13, 2023 - Mar 19, 2023",1
8991982104921201442,"Feb 20, 2023 - Feb 26, 2023",1
8991982104921201442,"Mar 13, 2023 - Mar 19, 2023",2
8991982104921201442,"Mar 27, 2023 - Apr 2, 2023",1
8991982104921201442,"Mar 6, 2023 - Mar 12, 2023",1
8991982104921201459,"Apr 10, 2023 - Apr 16, 2023",3
8991982104921201459,"Apr 3, 2023 - Apr 9, 2023",41
8991982104921201459,"Feb 20, 2023 - Feb 26, 2023",4
8991982104921201459,"Feb 27, 2023 - Mar 5, 2023",2
8991982104921201459,"Mar 13, 2023 - Mar 19, 2023",4
8991982104921201459,"Mar 20, 2023 - Mar 26, 2023",12
8991982104921201459,"Mar 27, 2023 - Apr 2, 2023",6
8991982104921201459,"Mar 6, 2023 - Mar 12, 2023",2
8991982104921201509,"Apr 3, 2023 - Apr 9, 2023",6
8991982104921201574,"Apr 10, 2023 - Apr 16, 2023",3
8991982104921201574,"Apr 3, 2023 - Apr 9, 2023",2
8991982104921201574,"Feb 13, 2023 - Feb 19, 2023",2
8991982104921201574,"Feb 20, 2023 - Feb 26, 2023",4
8991982104921201574,"Feb 27, 2023 - Mar 5, 2023",9
8991982104921201574,"Mar 13, 2023 - Mar 19, 2023",7
8991982104921201574,"Mar 20, 2023 - Mar 26, 2023",3
8991982104921201574,"Mar 27, 2023 - Apr 2, 2023",11
8991982104921201574,"Mar 6, 2023 - Mar 12, 2023",3
8991982104921201608,"Mar 20, 2023 - Mar 26, 2023",2
8991982104921201616,"Feb 27, 2023 - Mar 5, 2023",5
8991982104921201681,"Feb 20, 2023 - Feb 26, 2023",1
8991982104921201715,"Feb 13, 2023 - Feb 19, 2023",1
8991982104921201715,"Feb 20, 2023 - Feb 26, 2023",1
8991982104921201715,"Mar 13, 2023 - Mar 19, 2023",1
8991982104921201715,"Mar 20, 2023 - Mar 26, 2023",1
8991982104921201715,"Mar 6, 2023 - Mar 12, 2023",1
8991982104921201749,"Feb 27, 2023 - Mar 5, 2023",3
8991982104921201749,"Mar 13, 2023 - Mar 19, 2023",2
8991982104921201749,"Mar 20, 2023 - Mar 26, 2023",2
8991982104921201749,"Mar 27, 2023 - Apr 2, 2023",2
8991982104921201756,"Apr 3, 2023 - Apr 9, 2023",1
8991982104921201756,"Feb 13, 2023 - Feb 19, 2023",2
8991982104921201756,"Feb 20, 2023 - Feb 26, 2023",2
8991982104921201756,"Mar 13, 2023 - Mar 19, 2023",10
8991982104921202275,"Feb 20, 2023 - Feb 26, 2023",2
8991982104921202309,"Apr 10, 2023 - Apr 16, 2023",5
8991982104921202309,"Apr 3, 2023 - Apr 9, 2023",3
8991982104921202309,"Mar 27, 2023 - Apr 2, 2023",33
8991982104921202325,"Apr 10, 2023 - Apr 16, 2023",1
8991982104921202325,"Apr 3, 2023 - Apr 9, 2023",14
8991982104921202325,"Feb 20, 2023 - Feb 26, 2023",7
8991982104921202325,"Feb 27, 2023 - Mar 5, 2023",5
8991982104921202325,"Mar 13, 2023 - Mar 19, 2023",7
8991982104921202325,"Mar 20, 2023 - Mar 26, 2023",12
8991982104921202325,"Mar 27, 2023 - Apr 2, 2023",11
8991982104921202325,"Mar 6, 2023 - Mar 12, 2023",8
8991982104921202358,"Feb 13, 2023 - Feb 19, 2023",1
8991982104921202432,"Apr 3, 2023 - Apr 9, 2023",11
8991982104921202432,"Feb 20, 2023 - Feb 26, 2023",4
8991982104921202432,"Mar 27, 2023 - Apr 2, 2023",1
8991982104921202507,"Apr 10, 2023 - Apr 16, 2023",3
8991982104921202507,"Feb 20, 2023 - Feb 26, 2023",2
8991982104921202507,"Mar 27, 2023 - Apr 2, 2023",2
8991982104921202507,"Mar 6, 2023 - Mar 12, 2023",3
8991982104921202572,"Feb 20, 2023 - Feb 26, 2023",4
8991982104921202572,"Feb 27, 2023 - Mar 5, 2023",2
8991982104921202572,"Mar 13, 2023 - Mar 19, 2023",1
8991982104921202572,"Mar 6, 2023 - Mar 12, 2023",1
8991982104921202580,"Feb 13, 2023 - Feb 19, 2023",4
8991982104921202580,"Feb 20, 2023 - Feb 26, 2023",3
8991982104921202580,"Mar 13, 2023 - Mar 19, 2023",5
8991982104921202580,"Mar 27, 2023 - Apr 2, 2023",2
8991982104921202580,"Mar 6, 2023 - Mar 12, 2023",5
8991982104921202614,"Apr 3, 2023 - Apr 9, 2023",1
8991982104921202614,"Mar 27, 2023 - Apr 2, 2023",1
8991982104921202614,"Mar 6, 2023 - Mar 12, 2023",1
8991982104921202622,"Mar 20, 2023 - Mar 26, 2023",1
8991982104921202622,"Mar 27, 2023 - Apr 2, 2023",3
8991982104921202655,"Apr 10, 2023 - Apr 16, 2023",1
8991982104921202655,"Apr 3, 2023 - Apr 9, 2023",5
8991982104921202655,"Feb 13, 2023 - Feb 19, 2023",2
8991982104921202655,"Feb 27, 2023 - Mar 5, 2023",1
8991982104921202655,"Mar 13, 2023 - Mar 19, 2023",1
8991982104921202655,"Mar 20, 2023 - Mar 26, 2023",4
8991982104921202655,"Mar 27, 2023 - Apr 2, 2023",4
8991982104921202655,"Mar 6, 2023 - Mar 12, 2023",18
8991982104921202663,"Apr 10, 2023 - Apr 16, 2023",1
8991982104921202663,"Mar 13, 2023 - Mar 19, 2023",1
8991982104921202663,"Mar 20, 2023 - Mar 26, 2023",3
8991982104921202663,"Mar 27, 2023 - Apr 2, 2023",1
8991982104921202705,"Feb 27, 2023 - Mar 5, 2023",1
8991982104921202721,"Mar 13, 2023 - Mar 19, 2023",15
8991982104921202721,"Mar 20, 2023 - Mar 26, 2023",8
8991982104921202721,"Mar 27, 2023 - Apr 2, 2023",3
8991982104921202747,"Feb 27, 2023 - Mar 5, 2023",2
8991982104921202747,"Mar 13, 2023 - Mar 19, 2023",3
8991982104921202747,"Mar 6, 2023 - Mar 12, 2023",1
8991982104921202754,"Mar 27, 2023 - Apr 2, 2023",1
8991982104921202770,"Apr 10, 2023 - Apr 16, 2023",28
8991982104921202770,"Apr 3, 2023 - Apr 9, 2023",25
8991982104921202770,"Feb 13, 2023 - Feb 19, 2023",8
8991982104921202770,"Feb 20, 2023 - Feb 26, 2023",3
8991982104921202770,"Feb 27, 2023 - Mar 5, 2023",34
8991982104921202770,"Mar 13, 2023 - Mar 19, 2023",1
8991982104921202770,"Mar 20, 2023 - Mar 26, 2023",28
8991982104921202770,"Mar 27, 2023 - Apr 2, 2023",12
8991982104921202770,"Mar 6, 2023 - Mar 12, 2023",11
8991982104921203372,"Apr 10, 2023 - Apr 16, 2023",4
8991982104921203372,"Apr 3, 2023 - Apr 9, 2023",3
8991982104921203372,"Mar 13, 2023 - Mar 19, 2023",31
8991982104921203372,"Mar 20, 2023 - Mar 26, 2023",2
8991982104921203372,"Mar 27, 2023 - Apr 2, 2023",3
8991982104921203372,"Mar 6, 2023 - Mar 12, 2023",17
8991982104921203398,"Apr 10, 2023 - Apr 16, 2023",3
8991982104921203398,"Apr 3, 2023 - Apr 9, 2023",5
8991982104921203398,"Feb 13, 2023 - Feb 19, 2023",14
8991982104921203398,"Feb 20, 2023 - Feb 26, 2023",15
8991982104921203398,"Feb 27, 2023 - Mar 5, 2023",2
8991982104921203398,"Mar 20, 2023 - Mar 26, 2023",5
8991982104921203398,"Mar 27, 2023 - Apr 2, 2023",3
8991982104921203398,"Mar 6, 2023 - Mar 12, 2023",11
8991982104921203547,"Apr 10, 2023 - Apr 16, 2023",3
8991982104921203547,"Apr 3, 2023 - Apr 9, 2023",27
8991982104921203547,"Feb 13, 2023 - Feb 19, 2023",8
8991982104921203547,"Feb 20, 2023 - Feb 26, 2023",4
8991982104921203547,"Feb 27, 2023 - Mar 5, 2023",12
8991982104921203547,"Mar 13, 2023 - Mar 19, 2023",13
8991982104921203547,"Mar 20, 2023 - Mar 26, 2023",10
8991982104921203547,"Mar 27, 2023 - Apr 2, 2023",20
8991982104921203547,"Mar 6, 2023 - Mar 12, 2023",14
8991982104921203554,"Mar 13, 2023 - Mar 19, 2023",25
8991982104921203554,"Mar 20, 2023 - Mar 26, 2023",10
8991982104921203554,"Mar 27, 2023 - Apr 2, 2023",1
8991982104921203570,"Mar 20, 2023 - Mar 26, 2023",2
8991982104921203588,"Apr 10, 2023 - Apr 16, 2023",1
8991982104921203588,"Apr 3, 2023 - Apr 9, 2023",2
8991982104921203588,"Feb 13, 2023 - Feb 19, 2023",1
8991982104921203588,"Feb 20, 2023 - Feb 26, 2023",3
8991982104921203588,"Mar 20, 2023 - Mar 26, 2023",1
8991982104921203588,"Mar 27, 2023 - Apr 2, 2023",2
8991982104921203604,"Apr 3, 2023 - Apr 9, 2023",2
8991982104921203604,"Feb 20, 2023 - Feb 26, 2023",2
8991982104921203604,"Feb 27, 2023 - Mar 5, 2023",2
8991982104921203604,"Mar 13, 2023 - Mar 19, 2023",4
8991982104921203604,"Mar 27, 2023 - Apr 2, 2023",2
8991982104921203604,"Mar 6, 2023 - Mar 12, 2023",5
8991982104921203620,"Mar 27, 2023 - Apr 2, 2023",1
8991982104921203646,"Feb 13, 2023 - Feb 19, 2023",1
8991982104921203646,"Feb 20, 2023 - Feb 26, 2023",1
8991982104921203646,"Feb 27, 2023 - Mar 5, 2023",3
8991982104921203646,"Mar 27, 2023 - Apr 2, 2023",1
8991982104921203646,"Mar 6, 2023 - Mar 12, 2023",1
8991982104921203695,"Feb 13, 2023 - Feb 19, 2023",1
8991982104921203695,"Feb 20, 2023 - Feb 26, 2023",1
8991982104921203703,"Apr 3, 2023 - Apr 9, 2023",5
8991982104921203703,"Feb 20, 2023 - Feb 26, 2023",6
8991982104921203711,"Feb 20, 2023 - Feb 26, 2023",1
8991982104921203729,"Apr 3, 2023 - Apr 9, 2023",7
8991982104921203729,"Feb 13, 2023 - Feb 19, 2023",1
8991982104921203729,"Feb 20, 2023 - Feb 26, 2023",2
8991982104921203729,"Mar 6, 2023 - Mar 12, 2023",1
8991982104921204602,"Apr 10, 2023 - Apr 16, 2023",13
8991982104921204602,"Apr 3, 2023 - Apr 9, 2023",6
8991982104921204602,"Feb 20, 2023 - Feb 26, 2023",35
8991982104921204602,"Feb 27, 2023 - Mar 5, 2023",15
8991982104921204602,"Mar 13, 2023 - Mar 19, 2023",7
8991982104921204602,"Mar 20, 2023 - Mar 26, 2023",1
8991982104921204602,"Mar 27, 2023 - Apr 2, 2023",8
8991982104921204602,"Mar 6, 2023 - Mar 12, 2023",3
8991982104921205054,"Mar 20, 2023 - Mar 26, 2023",2
8991982104921205088,"Apr 3, 2023 - Apr 9, 2023",1
8991982104921205088,"Feb 27, 2023 - Mar 5, 2023",1
8991982104921205088,"Mar 13, 2023 - Mar 19, 2023",8
8991982104921205088,"Mar 20, 2023 - Mar 26, 2023",2
8991982104921205088,"Mar 27, 2023 - Apr 2, 2023",3
8991982104921205179,"Apr 3, 2023 - Apr 9, 2023",7
8991982104921205179,"Mar 13, 2023 - Mar 19, 2023",6
8991982104921205179,"Mar 20, 2023 - Mar 26, 2023",32
8991982104921205179,"Mar 27, 2023 - Apr 2, 2023",6
8991982104921205203,"Feb 20, 2023 - Feb 26, 2023",28
8991982104921205203,"Feb 27, 2023 - Mar 5, 2023",27
8991982104921205203,"Mar 13, 2023 - Mar 19, 2023",1
8991982104921205203,"Mar 20, 2023 - Mar 26, 2023",7
8991982104921205203,"Mar 6, 2023 - Mar 12, 2023",6
8991982104921205245,"Apr 10, 2023 - Apr 16, 2023",8
8991982104921205245,"Apr 3, 2023 - Apr 9, 2023",1
8991982104921205245,"Feb 13, 2023 - Feb 19, 2023",5
8991982104921205245,"Feb 20, 2023 - Feb 26, 2023",3
8991982104921205245,"Feb 27, 2023 - Mar 5, 2023",4
8991982104921205245,"Mar 13, 2023 - Mar 19, 2023",29
8991982104921205245,"Mar 20, 2023 - Mar 26, 2023",6
8991982104921205245,"Mar 27, 2023 - Apr 2, 2023",4
8991982104921205245,"Mar 6, 2023 - Mar 12, 2023",50
8991982104921205252,"Apr 10, 2023 - Apr 16, 2023",1
8991982104921205252,"Feb 13, 2023 - Feb 19, 2023",1
8991982104921205252,"Feb 20, 2023 - Feb 26, 2023",1
8991982104921205252,"Mar 6, 2023 - Mar 12, 2023",1
8991982104921205294,"Apr 10, 2023 - Apr 16, 2023",1
8991982104921205294,"Feb 13, 2023 - Feb 19, 2023",1
8991982104921205294,"Mar 13, 2023 - Mar 19, 2023",4
8991982104921205294,"Mar 20, 2023 - Mar 26, 2023",3
8991982104921205328,"Apr 10, 2023 - Apr 16, 2023",1
8991982104921205328,"Apr 3, 2023 - Apr 9, 2023",9
8991982104921205369,"Apr 10, 2023 - Apr 16, 2023",19
8991982104921205369,"Apr 3, 2023 - Apr 9, 2023",6
8991982104921205427,"Apr 10, 2023 - Apr 16, 2023",2
8991982104921205427,"Apr 3, 2023 - Apr 9, 2023",2
8991982104921205427,"Feb 13, 2023 - Feb 19, 2023",5
8991982104921205427,"Feb 20, 2023 - Feb 26, 2023",5
